Real,Previsto
450000.0,403101.6424242424
365000.0,714538.4615384615
205000.0,342982.94088669954
219900.0,267351.6029645315
340000.0,200936.93244246475
140000.0,286147.98560700874
45000.0,200936.93244246475
690000.0,733778.9817444219
1250000.0,753897.339055794
1475000.0,1649191.9960000003
550000.0,785353.2034632035
335000.0,375421.73913043475
420000.0,733778.9817444219
295000.0,511658.53658536583
280000.0,286147.98560700874
850000.0,516944.9917877448
820000.0,1265740.49122807
1300000.0,795787.4549549549
35000.0,798450.7593880389
120000.0,286147.98560700874
165000.0,200936.93244246475
192900.0,267351.6029645315
1665000.0,938076.5765765766
325000.0,497401.9864364982
295900.0,267351.6029645315
4200000.0,1324280.487804878
425000.0,516944.9917877448
300000.0,286147.98560700874
490000.0,365093.23529411765
221000.0,286147.98560700874
410000.0,511658.53658536583
680000.0,516944.9917877448
130000.0,200936.93244246475
465000.0,575612.015625
69900.0,365093.23529411765
390000.0,365093.23529411765
650000.0,200936.93244246475
1500000.0,615145.5454545454
825000.0,497401.9864364982
710000.0,718740.6677018633
320000.0,286147.98560700874
170000.0,733778.9817444219
189000.0,342982.94088669954
195000.0,208327.08396946566
140000.0,291475.01516683516
400000.0,365093.23529411765
287500.0,286147.98560700874
758363.0,497401.9864364982
130000.0,291475.01516683516
140000.0,200936.93244246475
240000.0,516944.9917877448
194000.0,200936.93244246475
530000.0,516944.9917877448
251900.0,267351.6029645315
400000.0,516944.9917877448
368369.0,342982.94088669954
87000.0,200936.93244246475
330000.0,365093.23529411765
350000.0,516944.9917877448
63000.0,200936.93244246475
425000.0,403101.6424242424
