Index;Type; Price ;Area;Location;Property
771;T2;280 000,00 €;77.55;Faro;Apartments
7710;T3;249 500,00 €;90;Porto;Apartments
7711;T3;210 000,00 €;75;Faro;Apartments
7712;T2;220 000,00 €;105.69;Braga;Apartments
7713;T4;911 000,00 €;140;Lisboa;Apartments
7714;T3;480 000,00 €;140.10;Lisboa;Apartments
7715;T3;630 000,00 €;134;Porto;Apartments
7716;T2;180 000,00 €;65;Lisboa;Apartments
7717;T2;199 000,00 €;73;Lisboa;Apartments
7718;T3;580 000,00 €;99;Porto;Apartments
7719;T3;279 500,00 €;77;Porto;Apartments
772;T1;175 000,00 €;53;Lisboa;Apartments
7720;T2;240 000,00 €;75;Porto;Apartments
7721;T1;280 000,00 €;51;Porto;Apartments
7722;T2;425 000,00 €;89;Porto;Apartments
7723;T2;355 000,00 €;83;Porto;Apartments
7724;T1;290 000,00 €;63;Porto;Apartments
7725;T1;285 000,00 €;53;Porto;Apartments
7726;T1;157 500,00 €;70;Porto;Apartments
7727;T1;157 500,00 €;70;Porto;Apartments
7728;T1;540 000,00 €;60;Lisboa;Apartments
7729;T1;530 000,00 €;56;Lisboa;Apartments
773;T3;525 010,00 €;134;Porto;Apartments
7730;T2;985 000,00 €;116;Lisboa;Apartments
7731;T2;950 000,00 €;116;Lisboa;Apartments
7732;T1;157 500,00 €;70;Porto;Apartments
7733;T2;313 000,00 €;88;Porto;Apartments
7734;T3;260 000,00 €;150;Porto;Apartments
7735;T2;1 020 000,00 €;107;Lisboa;Apartments
7736;T3;1 538 000,00 €;134;Lisboa;Apartments
7737;T1;523 000,00 €;48;Lisboa;Apartments
7738;T1;510 000,00 €;48;Lisboa;Apartments
7739;T2;1 121 000,00 €;117;Lisboa;Apartments
774;T2;260 000,00 €;93.70;Faro;Apartments
7740;T2;1 060 000,00 €;114;Lisboa;Apartments
7741;T2;1 220 000,00 €;108;Lisboa;Apartments
7742;T3;1 864 000,00 €;149;Lisboa;Apartments
7743;T4;825 000,00 €;145.10;Porto;Apartments
7744;T3;650 000,00 €;135.70;Porto;Apartments
7745;T2;460 000,00 €;89;Porto;Apartments
7746;T1;300 000,00 €;41.80;Porto;Apartments
7747;T3;189 000,00 €;79;Porto;Apartments
7748;T4;900 000,00 €;158.80;Porto;Apartments
7749;T3;695 000,00 €;136.80;Porto;Apartments
775;T2;500 000,00 €;99;Faro;Apartments
7750;T2;515 000,00 €;116;Porto;Apartments
7751;T3;1 550 000,00 €;245.50;Lisboa;Apartments
7752;T2;850 000,00 €;90;Faro;Apartments
7753;T3;1 200 000,00 €;185.50;Lisboa;Apartments
7754;T2;270 000,00 €;68;Porto;Apartments
7755;T3;345 000,00 €;125;Set??bal;Apartments
7756;T2;475 000,00 €;112;Porto;Apartments
7757;T3;282 500,00 €;103;Set??bal;Apartments
7758;T3;265 000,00 €;151;Ilha da Madeira;Apartments
7759;T6;200 000,00 €;136;Beja;Apartments
776;T2;490 000,00 €;95;Faro;Apartments
7760;T4;330 000,00 €;119;Set??bal;Apartments
7761;T4;858 000,00 €;181.65;Porto;Apartments
7762;T3;300 000,00 €;183;Porto;Apartments
7763;T1;185 000,00 €;70;Lisboa;Apartments
7764;T3;1 100 000,00 €;161;Porto;Apartments
7765;T3;185 000,00 €;125;Porto;Apartments
7766;T2;260 000,00 €;119.93;Porto;Apartments
7767;T4;321 900,00 €;180;Porto;Apartments
7768;T4;339 500,00 €;192;Lisboa;Apartments
777;T2;298 000,00 €;126.60;Faro;Apartments
7770;T2;400 680,00 €;95.40;Porto;Apartments
7771;T3;875 490,00 €;178.50;Porto;Apartments
7772;T2;463 680,00 €;110.40;Porto;Apartments
7773;T2;463 680,00 €;110.40;Porto;Apartments
7774;T2;400 680,00 €;95.40;Porto;Apartments
7775;T2;400 680,00 €;95.40;Porto;Apartments
7777;T2;370 000,00 €;110;Porto;Apartments
7778;T3;395 000,00 €;86.70;Lisboa;Apartments
7779;T1;305 000,00 €;41.80;Porto;Apartments
778;T3;220 000,00 €;138;Leiria;Apartments
7780;T4;1 680 000,00 €;255;Lisboa;Apartments
7781;T0;239 000,00 €;45;Faro;Apartments
7782;T4;995 000,00 €;174;Lisboa;Apartments
7783;T3;720 000,00 €;137;Lisboa;Apartments
7784;T2;480 000,00 €;77;Lisboa;Apartments
7785;T3;710 000,00 €;137;Lisboa;Apartments
7786;T2;470 000,00 €;77;Lisboa;Apartments
7787;T3;690 000,00 €;137;Lisboa;Apartments
7788;T4;995 000,00 €;177;Lisboa;Apartments
7789;T3;700 000,00 €;137;Lisboa;Apartments
779;T3;310 000,00 €;89;Lisboa;Apartments
7790;T3;680 000,00 €;137;Lisboa;Apartments
7791;T3;640 000,00 €;137;Lisboa;Apartments
7792;T2;370 000,00 €;110;Porto;Apartments
7793;T3;650 000,00 €;137;Lisboa;Apartments
7794;T3;670 000,00 €;137;Lisboa;Apartments
7795;T1;399 900,00 €;47;Lisboa;Apartments
7796;T3;305 000,00 €;127.20;Porto;Apartments
7797;T3;209 000,00 €;153;Aveiro;Apartments
7798;T3;385 000,00 €;197;Aveiro;Apartments
7799;T2;195 900,00 €;99;Aveiro;Apartments
78;T3;180 000,00 €;84;Faro;Apartments
780;T2;357 500,00 €;74;Lisboa;Apartments
7800;T3;210 000,00 €;140;Aveiro;Apartments
7801;T3;308 000,00 €;181;Porto;Apartments
7802;T3;390 000,00 €;114;Aveiro;Apartments
7803;T3;299 000,00 €;146;Porto;Apartments
7804;T2;156 000,00 €;93;Aveiro;Apartments
7805;T1;195 000,00 €;79;Aveiro;Apartments
7806;T2;197 000,00 €;106;Leiria;Apartments
7807;T3;320 000,00 €;116;Faro;Apartments
7808;T1;195 000,00 €;53;Faro;Apartments
7809;T3;290 900,00 €;111;Porto;Apartments
781;T3;320 000,00 €;96;Lisboa;Apartments
7810;T3;209 500,00 €;117;Braga;Apartments
7811;T2;169 900,00 €;83;Porto;Apartments
7812;T2;183 900,00 €;87;Porto;Apartments
7813;T4;2 400 000,00 €;292;Lisboa;Apartments
7814;T2;330 000,00 €;90;Aveiro;Apartments
7815;T2;192 900,00 €;88;Porto;Apartments
7816;T3;560 000,00 €;124;Aveiro;Apartments
7817;T3;445 000,00 €;153;Aveiro;Apartments
7818;T2;280 000,00 €;82;Aveiro;Apartments
7819;T2;510 000,00 €;100.33;Faro;Apartments
782;T2;340 000,00 €;93;Lisboa;Apartments
7820;T2;930 000,00 €;122;Lisboa;Apartments
7821;T1;240 000,00 €;55;Aveiro;Apartments
7822;T3;490 000,00 €;166.50;Aveiro;Apartments
7823;T3;490 000,00 €;165.50;Aveiro;Apartments
7824;T3;395 000,00 €;129;Aveiro;Apartments
7825;T3;390 000,00 €;128.50;Aveiro;Apartments
7826;T2;360 000,00 €;91;Aveiro;Apartments
7827;T3;390 000,00 €;129;Aveiro;Apartments
7828;T2;360 000,00 €;78;Aveiro;Apartments
7829;T3;470 000,00 €;146.50;Aveiro;Apartments
783;T2;178 000,00 €;89;Porto;Apartments
7830;T3;330 000,00 €;130;Set??bal;Apartments
7831;T2;295 000,00 €;86;Porto;Apartments
7832;T2;289 900,00 €;82.80;Porto;Apartments
7833;T2;295 900,00 €;86;Porto;Apartments
7834;T2;290 900,00 €;82.80;Porto;Apartments
7835;T2;290 900,00 €;82.80;Porto;Apartments
7836;T2;295 900,00 €;85.50;Porto;Apartments
7837;T1;169 900,00 €;64.50;Porto;Apartments
7838;T1;139 900,00 €;53;Porto;Apartments
7839;T2;245 900,00 €;88.50;Porto;Apartments
784;T2;314 900,00 €;98;Lisboa;Apartments
7840;T3;165 000,00 €;86.95;Set??bal;Apartments
7841;T2;305 000,00 €;90;Faro;Apartments
7842;T1;380 000,00 €;42;Porto;Apartments
7843;T2;205 900,00 €;81.80;Porto;Apartments
7844;T2;169 900,00 €;83.50;Porto;Apartments
7846;T3;170 500,00 €;110;Set??bal;Apartments
7847;T3;490 000,00 €;147;Aveiro;Apartments
7848;T2;350 000,00 €;86.29;Porto;Apartments
7849;T3;1 025 000,00 €;188.06;Lisboa;Apartments
785;T2;188 500,00 €;96;Porto;Apartments
7850;T3;1 070 000,00 €;188.06;Lisboa;Apartments
7851;T3;975 000,00 €;188.06;Lisboa;Apartments
7852;T3;180 000,00 €;143.10;Santar?©m;Apartments
7854;T1;185 000,00 €;128;Santar?©m;Apartments
7855;T2;725 000,00 €;133;Faro;Apartments
7856;T4;235 000,00 €;212;Santar?©m;Apartments
7857;T3;150 000,00 €;105;Aveiro;Apartments
7858;T2;620 000,00 €;82.30;Faro;Apartments
7859;T2;577 500,00 €;82.30;Faro;Apartments
786;T3;290 000,00 €;97;Lisboa;Apartments
7860;T3;380 000,00 €;138;Porto;Apartments
7861;T3;241 500,00 €;148;Aveiro;Apartments
7862;T2;142 500,00 €;107.90;Braga;Apartments
7863;T2;189 000,00 €;102.88;Braga;Apartments
7864;T2;207 310,00 €;60.45;Porto;Apartments
7865;T3;259 000,00 €;112.10;Leiria;Apartments
7866;T4;849 000,00 €;245;Porto;Apartments
7867;T2;450 000,00 €;114;Lisboa;Apartments
7868;T4;685 000,00 €;132;Lisboa;Apartments
7869;T4;850 000,00 €;223;Porto;Apartments
787;T2;260 000,00 €;85.50;Porto;Apartments
7870;T3;195 000,00 €;127;Aveiro;Apartments
7871;T2;310 000,00 €;114.50;Porto;Apartments
7872;T3;210 000,00 €;128;Aveiro;Apartments
7873;T3;165 000,00 €;107;Viana do Castelo;Apartments
7874;T2;240 000,00 €;66.10;Aveiro;Apartments
7875;T2;158 000,00 €;76;Aveiro;Apartments
7877;T1;185 000,00 €;78;Lisboa;Apartments
7878;T1;900 000,00 €;48.61;Lisboa;Apartments
7879;T2;285 000,00 €;87;Leiria;Apartments
788;T2;255 000,00 €;92.45;Porto;Apartments
7880;T3;375 000,00 €;106;Leiria;Apartments
7881;T2;239 500,00 €;74;Leiria;Apartments
7882;T2;770 000,00 €;120.65;Lisboa;Apartments
7883;T2;214 900,00 €;82;Porto;Apartments
7884;T1;480 000,00 €;52;Lisboa;Apartments
7886;T3;840 000,00 €;160.06;Lisboa;Apartments
7887;T2;260 000,00 €;76;Porto;Apartments
7888;T3;425 000,00 €;111.70;Lisboa;Apartments
7889;T3;698 000,00 €;117.35;Lisboa;Apartments
789;T2;240 000,00 €;74.80;Porto;Apartments
7890;T0;395 000,00 €;58.90;Porto;Apartments
7891;T3;1 380 000,00 €;163.40;Lisboa;Apartments
7892;T3;1 310 000,00 €;151;Lisboa;Apartments
7893;T3;1 790 000,00 €;218.40;Lisboa;Apartments
7894;T2;295 000,00 €;99;Porto;Apartments
7895;T2;350 000,00 €;100;Set??bal;Apartments
7896;T1;235 000,00 €;49;Lisboa;Apartments
7897;T1;265 000,00 €;56;Lisboa;Apartments
7898;T5;497 000,00 €;168;Porto;Apartments
7899;T2;200 000,00 €;101.50;Porto;Apartments
79;T2;205 000,00 €;110;Set??bal;Apartments
790;T2;250 000,00 €;89.15;Porto;Apartments
7900;T3;335 000,00 €;142;Aveiro;Apartments
7901;T1;850 000,00 €;115;Lisboa;Apartments
7902;T2;168 000,00 €;95;Porto;Apartments
7903;T1;236 000,00 €;44;Porto;Apartments
7905;T3;226 000,00 €;100;Porto;Apartments
7906;T2;270 000,00 €;84;Lisboa;Apartments
7907;T2;302 500,00 €;90.40;Set??bal;Apartments
7908;T2;297 500,00 €;90.40;Set??bal;Apartments
7909;T2;292 500,00 €;90.40;Set??bal;Apartments
791;T2;245 000,00 €;91.20;Porto;Apartments
7910;T2;290 000,00 €;90.40;Set??bal;Apartments
7911;T2;272 500,00 €;90.40;Set??bal;Apartments
7912;T1;134 900,00 €;43;Aveiro;Apartments
7913;T2;185 000,00 €;88;Porto;Apartments
7914;T2;199 500,00 €;100;Porto;Apartments
7915;T2;182 500,00 €;88;Porto;Apartments
7916;T2;180 000,00 €;88;Porto;Apartments
7917;T2;177 500,00 €;85;Porto;Apartments
7918;T3;327 500,00 €;106.45;Set??bal;Apartments
7919;T2;249 900,00 €;66.31;Lisboa;Apartments
792;T3;245 000,00 €;103.57;Porto;Apartments
7920;T2;465 000,00 €;92;Ilha da Madeira;Apartments
7921;T2;388 600,00 €;134;Aveiro;Apartments
7922;T2;182 000,00 €;98;Porto;Apartments
7923;T2;305 000,00 €;82;Aveiro;Apartments
7924;T2;405 000,00 €;107.20;Porto;Apartments
7925;T2;400 000,00 €;96;Porto;Apartments
7926;T3;300 000,00 €;83;Porto;Apartments
7927;T1;200 000,00 €;50;Porto;Apartments
7928;T1;200 000,00 €;54;Porto;Apartments
7929;T3;178 000,00 €;92;Leiria;Apartments
793;T2;265 000,00 €;85.50;Porto;Apartments
7930;T2;365 000,00 €;85;Lisboa;Apartments
7931;T2;169 500,00 €;62;Set??bal;Apartments
7932;T3;180 000,00 €;95;Set??bal;Apartments
7933;T2;915 000,00 €;116;Lisboa;Apartments
7934;T1;560 000,00 €;58;Lisboa;Apartments
7935;T1;510 000,00 €;56;Lisboa;Apartments
7937;T1;205 000,00 €;101;Aveiro;Apartments
7938;T3;177 500,00 €;120;Aveiro;Apartments
7939;T3;164 000,00 €;142.50;Coimbra;Apartments
794;T2;250 000,00 €;92.45;Porto;Apartments
7940;T2;165 000,00 €;106;Braga;Apartments
7941;T4;424 600,00 €;109.91;Faro;Apartments
7942;T5;2 250 000,00 €;311;Lisboa;Apartments
7943;T4;680 000,00 €;193.98;Lisboa;Apartments
7944;T4;1 495 000,00 €;259;Lisboa;Apartments
7945;T2;285 000,00 €;57.58;Lisboa;Apartments
7946;T3;440 000,00 €;125.50;Porto;Apartments
7947;T3;210 000,00 €;106;Porto;Apartments
7949;T2;950 000,00 €;116.98;Faro;Apartments
795;T2;370 000,00 €;110;Lisboa;Apartments
7950;T3;210 000,00 €;126;Santar?©m;Apartments
7951;T3;179 500,00 €;150;Leiria;Apartments
7952;T3;475 000,00 €;123;Porto;Apartments
7953;T3;650 000,00 €;108;Porto;Apartments
7954;T3;165 000,00 €;108.30;Santar?©m;Apartments
7956;T3;490 000,00 €;100;Lisboa;Apartments
7957;T1;245 000,00 €;55;Faro;Apartments
7958;T2;429 900,00 €;46;Lisboa;Apartments
7959;T2;365 000,00 €;93.40;Lisboa;Apartments
796;T2;240 000,00 €;91.20;Porto;Apartments
7960;T3;749 900,00 €;115.90;Lisboa;Apartments
7961;T3;430 000,00 €;117.21;Porto;Apartments
7962;T1;349 900,00 €;44;Lisboa;Apartments
7964;T2;430 000,00 €;93.01;Porto;Apartments
7965;T2;399 900,00 €;61;Lisboa;Apartments
7966;T3;275 000,00 €;90.10;Porto;Apartments
7967;T3;280 000,00 €;92.60;Porto;Apartments
7968;T2;159 000,00 €;63;Set??bal;Apartments
7969;T1;349 900,00 €;44;Lisboa;Apartments
7970;T2;324 000,00 €;137;Faro;Apartments
7971;T3;430 000,00 €;129;Porto;Apartments
7972;T2;273 000,00 €;73.50;Lisboa;Apartments
7973;T3;282 500,00 €;182;Porto;Apartments
7974;T8;275 000,00 €;342;Aveiro;Apartments
7975;T4; Pre?ßosobconsulta ;153.20;Lisboa;Apartments
7976;T3;305 000,00 €;160;Porto;Apartments
7977;T5;1 398 000,00 €;167;Porto;Apartments
7978;T4;395 000,00 €;175.14;Santar?©m;Apartments
7979;T2;295 000,00 €;100;Porto;Apartments
798;T2;249 000,00 €;85;Porto;Apartments
7980;T4; Pre?ßosobconsulta ;157.30;Porto;Apartments
7981;T2;252 000,00 €;87;Porto;Apartments
7982;T2;770 000,00 €;92;Lisboa;Apartments
7983;T3;2 500 000,00 €;147;Faro;Apartments
7984;T2;540 000,00 €;73;Lisboa;Apartments
7985;T1;217 000,00 €;60;Porto;Apartments
7986;T2;219 900,00 €;98;Faro;Apartments
7988;T3;615 000,00 €;134;Porto;Apartments
7989;T2;430 000,00 €;93.10;Porto;Apartments
799;T2;245 000,00 €;89.15;Porto;Apartments
7990;T3;800 000,00 €;152.30;Lisboa;Apartments
7991;T3;385 000,00 €;114.83;Lisboa;Apartments
7992;T2;285 900,00 €;82;Porto;Apartments
7993;T2;295 900,00 €;86;Porto;Apartments
7994;T1;175 900,00 €;50.40;Porto;Apartments
7995;T3;365 000,00 €;107;Set??bal;Apartments
7996;T0;220 000,00 €;49;Porto;Apartments
7997;T2;295 900,00 €;85.50;Porto;Apartments
7998;T1;179 900,00 €;47.30;Porto;Apartments
7999;T1;225 900,00 €;64.30;Porto;Apartments
8;T3;207 000,00 €;84;Set??bal;Apartments
80;T4;392 000,00 €;170;Porto;Apartments
800;T2;250 000,00 €;91.20;Porto;Apartments
8000;T2;248 000,00 €;79.50;Faro;Apartments
8001;T2;289 900,00 €;83;Porto;Apartments
8002;T3;529 900,00 €;130;Porto;Apartments
8004;T3;180 000,00 €;135;Braga;Apartments
8005;T2;289 900,00 €;86;Porto;Apartments
8006;T3;280 000,00 €;113;Aveiro;Apartments
8007;T2;150 000,00 €;96;Braga;Apartments
8008;T2;295 900,00 €;83;Porto;Apartments
8009;T1;130 000,00 €;83;Braga;Apartments
801;T2;255 000,00 €;89.15;Porto;Apartments
8010;T1;189 900,00 €;47.30;Porto;Apartments
8011;T2;155 000,00 €;117;Viana do Castelo;Apartments
8012;T3;419 000,00 €;97;Lisboa;Apartments
8013;T3;435 000,00 €;95.30;Faro;Apartments
8014;T2;737 000,00 €;89;Lisboa;Apartments
8015;T3;290 000,00 €;115;Braga;Apartments
8016;T1;182 500,00 €;49;Porto;Apartments
8017;T2;269 000,00 €;112.40;Lisboa;Apartments
8018;T1;205 000,00 €;100.52;Faro;Apartments
8019;T1;190 000,00 €;91.97;Faro;Apartments
802;T2;230 000,00 €;71.80;Porto;Apartments
8020;T0;160 000,00 €;82.27;Faro;Apartments
8021;T0;150 000,00 €;72.22;Faro;Apartments
8022;T2;385 000,00 €;201.40;Faro;Apartments
8023;T2;370 000,00 €;188.55;Faro;Apartments
8024;T2;637 000,00 €;115;Porto;Apartments
8025;T3;450 000,00 €;253.50;Faro;Apartments
8026;T3;415 000,00 €;221.75;Faro;Apartments
8027;T3;116 700,00 €;109;Santar?©m;Apartments
8028;T2;235 900,00 €;84.90;Porto;Apartments
8029;T2;219 900,00 €;82.60;Porto;Apartments
803;T2;240 000,00 €;92.45;Porto;Apartments
8030;T3;725 000,00 €;96;Lisboa;Apartments
8031;T3;260 000,00 €;169;Braga;Apartments
8032;T3;160 000,00 €;87.79;Santar?©m;Apartments
8033;T3;840 000,00 €;156.80;Lisboa;Apartments
8034;T3;860 000,00 €;156.80;Lisboa;Apartments
8035;T3;770 000,00 €;137.19;Lisboa;Apartments
8036;T3;760 000,00 €;137.19;Lisboa;Apartments
8037;T3;790 000,00 €;149.45;Lisboa;Apartments
8038;T3;860 000,00 €;160.06;Lisboa;Apartments
8039;T2;595 000,00 €;110.43;Lisboa;Apartments
804;T3;374 900,00 €;143;Braga;Apartments
8040;T2;560 000,00 €;94.21;Lisboa;Apartments
8041;T2;765 000,00 €;118.11;Lisboa;Apartments
8042;T2;685 000,00 €;110.01;Lisboa;Apartments
8043;T1;490 000,00 €;56;Lisboa;Apartments
8044;T2;880 000,00 €;116;Lisboa;Apartments
8045;T2;845 000,00 €;116;Lisboa;Apartments
8046;T1;480 000,00 €;60;Lisboa;Apartments
8047;T2;244 900,00 €;88.50;Porto;Apartments
8048;T3;269 000,00 €;176;Viana do Castelo;Apartments
8049;T3;269 000,00 €;186;Viana do Castelo;Apartments
805;T3;315 000,00 €;100;Lisboa;Apartments
8050;T3;264 000,00 €;176;Viana do Castelo;Apartments
8051;T3;375 000,00 €;300;Viana do Castelo;Apartments
8052;T3;375 000,00 €;299;Viana do Castelo;Apartments
8053;T3;375 000,00 €;296;Viana do Castelo;Apartments
8054;T2;255 000,00 €;164;Viana do Castelo;Apartments
8055;T3;289 000,00 €;186;Viana do Castelo;Apartments
8056;T2;225 000,00 €;125;Viana do Castelo;Apartments
8057;T2;210 000,00 €;125;Viana do Castelo;Apartments
8058;T4;297 000,00 €;214;Viana do Castelo;Apartments
8059;T1;180 000,00 €;135;Viana do Castelo;Apartments
806;T2;275 000,00 €;108;Porto;Apartments
8060;T3;274 000,00 €;188;Viana do Castelo;Apartments
8061;T3;289 000,00 €;175;Viana do Castelo;Apartments
8062;T2;234 900,00 €;84.90;Porto;Apartments
8063;T2;225 000,00 €;127;Viana do Castelo;Apartments
8064;T2;210 000,00 €;127;Viana do Castelo;Apartments
8065;T3;269 000,00 €;175;Viana do Castelo;Apartments
8066;T4;297 000,00 €;193;Viana do Castelo;Apartments
8067;T3;260 000,00 €;171;Viana do Castelo;Apartments
8068;T1;157 500,00 €;104;Viana do Castelo;Apartments
8069;T3;264 000,00 €;175;Viana do Castelo;Apartments
807;T2;255 000,00 €;85.50;Porto;Apartments
8070;T2;218 900,00 €;82.60;Porto;Apartments
8073;T2;200 000,00 €;131;Viana do Castelo;Apartments
8074;T4;315 000,00 €;210;Viana do Castelo;Apartments
8075;T3;274 000,00 €;186;Viana do Castelo;Apartments
8076;T2;264 500,00 €;79;Set??bal;Apartments
8077;T4;740 000,00 €;179;Porto;Apartments
8078;T4;2 570 000,00 €;205;Lisboa;Apartments
8079;T3;1 000 000,00 €;140;Porto;Apartments
808;T2;235 000,00 €;91.20;Porto;Apartments
8080;T1;565 000,00 €;53;Lisboa;Apartments
8081;T3;269 000,00 €;185;Viana do Castelo;Apartments
8084;T1;150 000,00 €;49;Aveiro;Apartments
8085;T2;219 900,00 €;83.50;Porto;Apartments
8086;T3;650 000,00 €;156;Porto;Apartments
8087;T2;249 900,00 €;88.50;Porto;Apartments
8088;T2;249 900,00 €;84.80;Porto;Apartments
8089;T1;210 000,00 €;75.83;Porto;Apartments
809;T2;245 000,00 €;92.45;Porto;Apartments
8090;T3;414 000,00 €;113;Porto;Apartments
8091;T2;430 000,00 €;121;Porto;Apartments
8092;T3;1 590 000,00 €;185;Lisboa;Apartments
8093;T2;239 900,00 €;85;Porto;Apartments
8095;T4;398 000,00 €;120;Set??bal;Apartments
8096;T1;179 900,00 €;64.40;Porto;Apartments
8097;T1;175 000,00 €;55;Faro;Apartments
8098;T3;2 000 000,00 €;270;Lisboa;Apartments
8099;T3;620 000,00 €;127.85;Lisboa;Apartments
810;T2;235 000,00 €;74.80;Porto;Apartments
8100;T2;255 000,00 €;88;Braga;Apartments
8101;T4;495 000,00 €;166;Set??bal;Apartments
8102;T3;440 000,00 €;99;Lisboa;Apartments
8103;T1;235 000,00 €;66.36;Aveiro;Apartments
8104;T2;199 900,00 €;64;Set??bal;Apartments
8105;T2;475 000,00 €;112;Porto;Apartments
8107;T3;365 000,00 €;125;Set??bal;Apartments
8108;T3;370 000,00 €;125;Set??bal;Apartments
8109;T3;360 000,00 €;125;Set??bal;Apartments
811;T1;165 000,00 €;58;Porto;Apartments
8111;T2;228 900,00 €;82.20;Porto;Apartments
8112;T2;234 900,00 €;85;Porto;Apartments
8113;T3;595 000,00 €;133;Porto;Apartments
8114;T2;189 900,00 €;96.64;Porto;Apartments
8115;T2;845 000,00 €;115.95;Lisboa;Apartments
8116;T2;880 000,00 €;115.95;Lisboa;Apartments
8117;T3;435 000,00 €;135.84;Lisboa;Apartments
8118;T2;845 000,00 €;115.85;Lisboa;Apartments
8119;T5;990 000,00 €;228;Porto;Apartments
812;T2;190 000,00 €;79;Faro;Apartments
8120;T3;740 000,00 €;119.28;Porto;Apartments
8121;T3;1 950 000,00 €;175;Porto;Apartments
8122;T1;125 000,00 €;60;Faro;Apartments
8123;T3;1 250 000,00 €;163.42;Lisboa;Apartments
8125;T2;345 000,00 €;111;Porto;Apartments
8126;T4;700 000,00 €;197.90;Faro;Apartments
8127;T3;350 000,00 €;108;Lisboa;Apartments
