Index;Type; Price ;Area;Location;Property
16230;T2;305 000,00 €;117.96;Porto;Apartments
16231;T3;512 202,00 €;109;Porto;Apartments
16232;T3;227 700,00 €;132;Braga;Apartments
16233;T3;414 800,00 €;123;Porto;Apartments
16234;T3;430 350,00 €;123;Porto;Apartments
16235;T3;674 000,00 €;150;Porto;Apartments
16237;T3;425 200,00 €;123;Porto;Apartments
16238;T3;225 600,00 €;132;Braga;Apartments
16239;T2;129 500,00 €;105;Santar?©m;Apartments
1624;T2;189 900,00 €;64.15;Faro;Apartments
16240;T4;322 150,00 €;190;Braga;Apartments
16241;T3;224 600,00 €;132;Braga;Apartments
16242;T3;321 100,00 €;190;Braga;Apartments
16243;T2;182 600,00 €;108;Braga;Apartments
16244;T3;530 100,00 €;130;Porto;Apartments
16245;T3;379 000,00 €;94.28;Porto;Apartments
16246;T2;458 900,00 €;104;Porto;Apartments
16247;T3;225 000,00 €;145;Braga;Apartments
16248;T3;497 000,00 €;132.45;Coimbra;Apartments
16249;T2;262 000,00 €;69.70;Aveiro;Apartments
1625;T4;795 000,00 €;161.07;Faro;Apartments
16250;T3;255 000,00 €;130.30;Porto;Apartments
16251;T3;450 000,00 €;143;Porto;Apartments
16252;T2;235 000,00 €;105;Porto;Apartments
16253;T5;550 000,00 €;269.40;Coimbra;Apartments
16255;T2;280 000,00 €;57.20;Porto;Apartments
16256;T1;299 900,00 €;33.60;Lisboa;Apartments
16257;T2;780 000,00 €;115.95;Lisboa;Apartments
16258;T3;200 000,00 €;128.20;Porto;Apartments
16259;T2;395 000,00 €;68;Lisboa;Apartments
1626;T3;550 000,00 €;130.81;Faro;Apartments
16260;T3;235 000,00 €;103;Coimbra;Apartments
16261;T4;900 000,00 €;168.33;Porto;Apartments
16262;T1;472 000,00 €;71.10;Faro;Apartments
16264;T2;448 000,00 €;105;Ilha da Madeira;Apartments
16265;T2;175 000,00 €;85;Porto;Apartments
16266;T1;240 000,00 €;53;Porto;Apartments
16267;T2;635 000,00 €;135.70;Lisboa;Apartments
16268;T1;350 000,00 €;75;Lisboa;Apartments
16269;T3;660 000,00 €;150.20;Lisboa;Apartments
1627;T2;585 000,00 €;123;Porto;Apartments
16270;T4;840 000,00 €;176;Lisboa;Apartments
16271;T2;640 000,00 €;124.70;Lisboa;Apartments
16272;T5;160 000,00 €;135;Apartamento para comprar: Castelo Branco;Apartments
16273;T0;185 000,00 €;32;Aveiro;Apartments
16274;T3;199 665,00 €;114;Santar?©m;Apartments
16276;T3;325 000,00 €;93;Ilha da Madeira;Apartments
16277;T2;378 000,00 €;113;Porto;Apartments
16278;T2;310 000,00 €;81.80;Aveiro;Apartments
16279;T2;200 000,00 €;75;Porto;Apartments
1628;T2;362 500,00 €;99.90;Faro;Apartments
16280;T3;1 500 000,00 €;349;Lisboa;Apartments
16281;T2;190 000,00 €;100;Porto;Apartments
16282;T3;565 000,00 €;152.80;Porto;Apartments
16283;T3;450 000,00 €;159.30;Faro;Apartments
16284;T3;450 000,00 €;159.30;Faro;Apartments
16286;T3;425 000,00 €;196;Porto;Apartments
16287;T3;319 000,00 €;137;Aveiro;Apartments
16288;T3;360 000,00 €;115;Faro;Apartments
16289;T2;425 000,00 €;78.68;Porto;Apartments
1629;T2;385 000,00 €;109.82;Faro;Apartments
16290;T3;632 839,00 €;130;Porto;Apartments
16291;T4;170 000,00 €;190;Portalegre;Apartments
16292;T4;450 000,00 €;120;Coimbra;Apartments
16293;T2;295 000,00 €;98;Set??bal;Apartments
16294;T1;95 000,00 €;62.50;Portalegre;Apartments
16295;T3;545 000,00 €;128;Porto;Apartments
16296;T3;690 692,00 €;144;Porto;Apartments
16297;T3;550 000,00 €;94;Porto;Apartments
16298;T1;187 500,00 €;64;Porto;Apartments
16299;T3;790 000,00 €;122;Lisboa;Apartments
163;T2;388 600,00 €;134;Aveiro;Apartments
1630;T3;238 000,00 €;93;Set??bal;Apartments
16300;T3;168 000,00 €;98;Porto;Apartments
16301;T2;150 000,00 €;75;Set??bal;Apartments
16302;T3;662 356,00 €;130;Porto;Apartments
16303;T1;270 000,00 €;67;Faro;Apartments
16304;T2;395 000,00 €;117;Lisboa;Apartments
16305;T2;392 000,00 €;130.35;Porto;Apartments
16306;T4;230 000,00 €;99;Leiria;Apartments
16307;T2;650 000,00 €;110.70;Lisboa;Apartments
16308;T3;515 000,00 €;143.65;Set??bal;Apartments
16309;T1;221 500,00 €;61.01;Braga;Apartments
1631;T3;367 500,00 €;119.78;Porto;Apartments
16310;T4;420 000,00 €;210;Porto;Apartments
16311;T1;137 500,00 €;49;Lisboa;Apartments
16312;T3;460 000,00 €;144;Porto;Apartments
16313;T3;275 000,00 €;117;Leiria;Apartments
16314;T2;375 000,00 €;95;Porto;Apartments
16315;T2;204 000,00 €;83;Porto;Apartments
16316;T1;195 000,00 €;55.60;Aveiro;Apartments
16317;T3;225 000,00 €;115;Leiria;Apartments
16318;T1;207 000,00 €;70;Porto;Apartments
16319;T2;580 000,00 €;94;Ilha da Madeira;Apartments
1632;T0;180 000,00 €;35.15;Porto;Apartments
16320;T3;189 000,00 €;80;Porto;Apartments
16321;T1;197 500,00 €;60;Porto;Apartments
16322;T1;179 000,00 €;50;Porto;Apartments
16323;T2;145 000,00 €;97;Set??bal;Apartments
16324;T3;465 000,00 €;131;Faro;Apartments
16325;T1;190 000,00 €;60;Porto;Apartments
16326;T3;769 000,00 €;117;Lisboa;Apartments
16327;T2;350 000,00 €;108;Porto;Apartments
16328;T3;280 000,00 €;96.90;Aveiro;Apartments
16329;T2;375 000,00 €;82.45;Faro;Apartments
1633;T2;750 000,00 €;112;Porto;Apartments
16330;T3;349 500,00 €;138;Lisboa;Apartments
16332;T3;540 000,00 €;128.32;Porto;Apartments
16333;T2;375 000,00 €;82.45;Faro;Apartments
16334;T2;375 000,00 €;82.45;Faro;Apartments
16335;T3;1 400 000,00 €;171;Lisboa;Apartments
16336;T5;250 000,00 €;123;Lisboa;Apartments
16338;T3;613 949,00 €;136;Porto;Apartments
16339;T3;590 335,00 €;136;Porto;Apartments
1634;T1;203 000,00 €;62;Porto;Apartments
16340;T3;520 450,00 €;123;Porto;Apartments
16341;T3;690 692,00 €;167;Porto;Apartments
16342;T3;522 447,00 €;124;Porto;Apartments
16343;T3;662 356,00 €;152;Porto;Apartments
16344;T3;556 096,00 €;124;Porto;Apartments
16345;T3;618 671,00 €;137;Porto;Apartments
16346;T3;507 688,00 €;124;Porto;Apartments
16347;T3;570 264,00 €;134;Porto;Apartments
16348;T2; Pre?ßosobconsulta ;80;Set??bal;Apartments
16349;T4;1 080 000,00 €;185;Lisboa;Apartments
1635;T2;178 000,00 €;87;Porto;Apartments
16350;T3;595 058,00 €;137;Porto;Apartments
16351;T3;275 000,00 €;111;Porto;Apartments
16352;T4;1 080 000,00 €;185;Lisboa;Apartments
16353;T3;595 058,00 €;137;Porto;Apartments
16354;T3;275 000,00 €;111;Porto;Apartments
16355;T1;175 000,00 €;70;Porto;Apartments
16356;T4;355 000,00 €;156.60;Set??bal;Apartments
16357;T1;260 000,00 €;76.73;Faro;Apartments
16358;T1;212 500,00 €;61.01;Braga;Apartments
16359;T3;1 150 000,00 €;128;Lisboa;Apartments
1636;T3;495 000,00 €;132.04;Porto;Apartments
16360;T2;235 000,00 €;77;Aveiro;Apartments
16361;T2;325 000,00 €;74.80;Faro;Apartments
16362;T2;275 000,00 €;122;Faro;Apartments
16363;T3;290 000,00 €;111;Porto;Apartments
16364;T2;325 000,00 €;74.80;Faro;Apartments
16365;T2;595 000,00 €;110.17;Lisboa;Apartments
16366;T3;595 058,00 €;121;Porto;Apartments
16367;T2;325 000,00 €;74.80;Faro;Apartments
16368;T2;265 000,00 €;59.95;Faro;Apartments
16369;T2;255 000,00 €;55.45;Faro;Apartments
1637;T3;467 500,00 €;132.04;Porto;Apartments
16370;T2;265 000,00 €;58.65;Faro;Apartments
16371;T2;270 000,00 €;52.75;Faro;Apartments
16372;T2;315 000,00 €;107;Set??bal;Apartments
16373;T3;535 000,00 €;184.50;Set??bal;Apartments
16375;T2;535 000,00 €;184.53;Set??bal;Apartments
16376;T2;380 000,00 €;87;Ilha da Madeira;Apartments
16377;T3;385 000,00 €;124.80;Set??bal;Apartments
16378;T3;395 000,00 €;124.80;Set??bal;Apartments
16379;T3;295 000,00 €;175;Coimbra;Apartments
1638;T0;159 000,00 €;48;Porto;Apartments
16380;T3;450 000,00 €;125.08;Set??bal;Apartments
16381;T3;380 000,00 €;112.47;Set??bal;Apartments
16382;T2;310 000,00 €;110;Set??bal;Apartments
16383;T1;325 000,00 €;70.90;Faro;Apartments
16384;T3;689 512,00 €;167;Porto;Apartments
16385;T2;295 000,00 €;97;Set??bal;Apartments
16386;T2;290 000,00 €;109;Set??bal;Apartments
16387;T3;1 170 000,00 €;112;Lisboa;Apartments
16388;T3;850 000,00 €;124;Lisboa;Apartments
16389;T2;650 000,00 €;92;Lisboa;Apartments
1639;T1;377 000,00 €;82;Faro;Apartments
16390;T3;810 000,00 €;128;Lisboa;Apartments
16391;T2;435 000,00 €;78.61;Set??bal;Apartments
16392;T2;435 000,00 €;78.61;Set??bal;Apartments
16393;T2;390 000,00 €;78.61;Set??bal;Apartments
16394;T2;390 000,00 €;78.61;Set??bal;Apartments
16395;T2;365 000,00 €;78.70;Set??bal;Apartments
16396;T2;368 369,00 €;95;Porto;Apartments
16397;T3;632 839,00 €;152;Porto;Apartments
16398;T2;408 512,00 €;106;Porto;Apartments
16399;T2;521 856,00 €;109;Porto;Apartments
164;T2;150 000,00 €;94.50;Coimbra;Apartments
1640;T4;600 000,00 €;140;Lisboa;Apartments
16400;T3;330 000,00 €;100;Coimbra;Apartments
16401;T4;240 000,00 €;122;Ilha da Madeira;Apartments
16402;T2;145 000,00 €;57.52;Apartamento para comprar: Viseu;Apartments
16403;T0;300 000,00 €;38;Lisboa;Apartments
16405;T1;337 500,00 €;50;Lisboa;Apartments
16406;T2;140 000,00 €;79;Santar?©m;Apartments
16407;T3;380 000,00 €;110;Set??bal;Apartments
16408;T3;390 000,00 €;114;Set??bal;Apartments
16409;T0;180 000,00 €;41;Faro;Apartments
1641;T4;747 000,00 €;220;Braga;Apartments
16410;T1;329 900,00 €;48;Lisboa;Apartments
16411;T3;415 000,00 €;140;Porto;Apartments
16412;T1;510 000,00 €;87;Lisboa;Apartments
16413;T2;250 000,00 €;112.30;Braga;Apartments
16414;T2;485 000,00 €;75;Lisboa;Apartments
16415;T5;1 050 000,00 €;253;Lisboa;Apartments
16416;T3;189 000,00 €;90;Set??bal;Apartments
16417;T2;350 000,00 €;109;Porto;Apartments
16418;T1;199 665,00 €;90.55;Santar?©m;Apartments
16419;T2;199 665,00 €;100.10;Santar?©m;Apartments
1642;T3;695 000,00 €;152;Lisboa;Apartments
16420;T4;420 000,00 €;153;Porto;Apartments
16421;T3;309 500,00 €;84;Set??bal;Apartments
16422;T4;930 000,00 €;166;Lisboa;Apartments
16423;T3;320 000,00 €;120;Faro;Apartments
16424;T3;388 000,00 €;144.50;Porto;Apartments
16425;T4;300 000,00 €;131;Set??bal;Apartments
16426;T2;275 000,00 €;111.70;Braga;Apartments
16427;T0;234 000,00 €;58;Porto;Apartments
16428;T3;550 000,00 €;154;Porto;Apartments
16429;T3;260 000,00 €;146.20;Apartamento para comprar: Castelo Branco;Apartments
1643;T3;550 000,00 €;130;Faro;Apartments
16430;T1;279 900,00 €;41;Lisboa;Apartments
16431;T1;206 000,00 €;55.48;Braga;Apartments
16432;T2;350 000,00 €;82;Porto;Apartments
16433;T3;360 000,00 €;113.40;Porto;Apartments
16434;T3;245 000,00 €;97;Lisboa;Apartments
16435;T2;395 000,00 €;128;Porto;Apartments
16436;T3;200 000,00 €;80;Lisboa;Apartments
16437;T2;215 000,00 €;69.50;Porto;Apartments
16438;T3;242 500,00 €;95.35;Porto;Apartments
16439;T1;505 080,00 €;54.02;Porto;Apartments
1644;T2;138 500,00 €;70;Set??bal;Apartments
16440;T2;158 000,00 €;124.75;Santar?©m;Apartments
16441;T2;470 000,00 €;87.50;Faro;Apartments
16442;T2;420 000,00 €;79.60;Faro;Apartments
16443;T2;440 000,00 €;83.30;Faro;Apartments
16444;T2;440 000,00 €;87.50;Faro;Apartments
16445;T2;440 000,00 €;83.30;Faro;Apartments
16446;T2;420 000,00 €;79.60;Faro;Apartments
16447;T2;390 000,00 €;79.60;Faro;Apartments
16448;T2;220 000,00 €;105;Ilha da Madeira;Apartments
16449;T3;265 000,00 €;66;Porto;Apartments
1645;T4;795 000,00 €;161;Faro;Apartments
16450;T4;255 000,00 €;175;Santar?©m;Apartments
16451;T1;200 000,00 €;78.26;Lisboa;Apartments
16452;T2;410 000,00 €;83.30;Faro;Apartments
16453;T2;410 000,00 €;87.50;Faro;Apartments
16454;T2;410 000,00 €;83.30;Faro;Apartments
16455;T2;390 000,00 €;79.60;Faro;Apartments
16456;T2;927 000,00 €;140;Lisboa;Apartments
16457;T2;370 000,00 €;69.95;Faro;Apartments
16458;T1;239 000,00 €;44;Porto;Apartments
16459;T2;179 900,00 €;90;Porto;Apartments
1646;T4;495 000,00 €;138;Coimbra;Apartments
16460;T3;195 000,00 €;125;Braga;Apartments
16461;T3;284 000,00 €;131;Braga;Apartments
16462;T1;285 000,00 €;53.90;Porto;Apartments
16463;T2;260 000,00 €;76.70;Aveiro;Apartments
16464;T1;157 000,00 €;47.94;Aveiro;Apartments
16465;T1;140 000,00 €;47.94;Aveiro;Apartments
16466;T3;175 000,00 €;112;Braga;Apartments
16468;T2;285 000,00 €;60;Lisboa;Apartments
16469;T1;125 000,00 €;56.75;Aveiro;Apartments
16470;T4;425 000,00 €;126;Set??bal;Apartments
16471;T2;164 000,00 €;89;Porto;Apartments
16473;T2;195 000,00 €;85;Lisboa;Apartments
16474;T3;460 000,00 €;137;Porto;Apartments
16475;T2;275 000,00 €;83.20;Porto;Apartments
16476;T3;790 000,00 €;222;Porto;Apartments
16477;T4;295 000,00 €;151;Lisboa;Apartments
16478;T1;188 990,00 €;59;Aveiro;Apartments
16479;T2;217 000,00 €;103.53;Aveiro;Apartments
1648;T3;230 000,00 €;80.70;Porto;Apartments
16480;T2;290 000,00 €;54;Set??bal;Apartments
16481;T2;205 000,00 €;136;Porto;Apartments
16482;T2;350 000,00 €;100;Porto;Apartments
16483;T3;219 900,00 €;113;Porto;Apartments
16484;T3;525 000,00 €;130;Set??bal;Apartments
16486;T3;445 000,00 €;129;Set??bal;Apartments
16487;T4;420 000,00 €;160;Lisboa;Apartments
16488;T3;750 000,00 €;132;Lisboa;Apartments
16489;T4;324 500,00 €;175;Porto;Apartments
1649;T3;270 000,00 €;130;Porto;Apartments
16490;T3;470 000,00 €;139;Porto;Apartments
16491;T4;580 000,00 €;175;Porto;Apartments
16492;T4;500 000,00 €;184;Porto;Apartments
16493;T2;137 500,00 €;70;Coimbra;Apartments
16494;T2;215 000,00 €;70;Lisboa;Apartments
16495;T3;1 690 000,00 €;201;Lisboa;Apartments
16497;T2;275 000,00 €;97;Braga;Apartments
16498;T1;171 000,00 €;45.75;Leiria;Apartments
16499;T2;250 000,00 €;95.40;Leiria;Apartments
165;T2;649 000,00 €;118;Lisboa;Apartments
1650;T2;350 000,00 €;98;Lisboa;Apartments
16500;T3;399 900,00 €;80;Lisboa;Apartments
16501;T3;375 000,00 €;106.33;Leiria;Apartments
16502;T2;210 000,00 €;64.90;Faro;Apartments
16503;T5;576 000,00 €;232;Porto;Apartments
16504;T3;274 000,00 €;117;Viana do Castelo;Apartments
16505;T4;3 950 000,00 €;311;Lisboa;Apartments
16506;T3;264 000,00 €;117;Viana do Castelo;Apartments
16507;T3;289 000,00 €;117;Viana do Castelo;Apartments
16508;T3;269 000,00 €;117;Viana do Castelo;Apartments
16509;T1;180 000,00 €;84;Viana do Castelo;Apartments
1651;T3;235 000,00 €;115;Santar?©m;Apartments
16510;T3;297 000,00 €;98;Braga;Apartments
16512;T3;330 000,00 €;135;Set??bal;Apartments
16513;T3;325 000,00 €;135;Set??bal;Apartments
16514;T3;425 000,00 €;155;Lisboa;Apartments
16515;T1;292 000,00 €;54;Porto;Apartments
16516;T3;179 900,00 €;89;Leiria;Apartments
16517;T3;219 900,00 €;116;Braga;Apartments
16518;T2;360 000,00 €;80.50;Faro;Apartments
16519;T3;289 000,00 €;101.44;Faro;Apartments
1652;T1;147 500,00 €;59;Braga;Apartments
16520;T2;169 000,00 €;60;Set??bal;Apartments
16521;T3;955 000,00 €;135;Lisboa;Apartments
16522;T1;349 000,00 €;48.25;Lisboa;Apartments
16523;T4;159 900,00 €;115;Aveiro;Apartments
16525;T2;225 000,00 €;100;Coimbra;Apartments
16526;T2;595 058,00 €;121;Porto;Apartments
16527;T0;140 000,00 €;63;Faro;Apartments
16528;T2;245 000,00 €;8 480;Braga;Apartments
16529;T4;780 000,00 €;170;Set??bal;Apartments
1653;T1;200 000,00 €;60;Coimbra;Apartments
16531;T4;970 000,00 €;233.91;Faro;Apartments
16532;T2;325 000,00 €;97.15;Lisboa;Apartments
16533;T2;153 000,00 €;65;Lisboa;Apartments
16534;T2;323 000,00 €;108;Braga;Apartments
16535;T3;179 990,00 €;110.60;Braga;Apartments
16536;T3;960 000,00 €;158;Aveiro;Apartments
16538;T4;550 000,00 €;139;Lisboa;Apartments
1654;T3;280 000,00 €;110;Coimbra;Apartments
16540;T2;187 500,00 €;78.25;Set??bal;Apartments
16541;T3;225 000,00 €;67.29;Lisboa;Apartments
16542;T2;521 856,00 €;109;Porto;Apartments
16543;T2;179 000,00 €;80;Lisboa;Apartments
16544;T2;245 000,00 €;97;Lisboa;Apartments
16545;T3;360 000,00 €;125;Set??bal;Apartments
16546;T3;260 000,00 €;140;Santar?©m;Apartments
16547;T3;290 000,00 €;160;Santar?©m;Apartments
16548;T3;280 900,00 €;114.70;Porto;Apartments
16549;T3;275 000,00 €;160;Santar?©m;Apartments
1655;T2;125 000,00 €;88.27;Coimbra;Apartments
16550;T1;340 000,00 €;50;Lisboa;Apartments
16551;T2;420 000,00 €;101;Ilha da Madeira;Apartments
16552;T2;580 000,00 €;105;Lisboa;Apartments
16553;T3;2 200 000,00 €;136;Lisboa;Apartments
16554;T4;325 000,00 €;200;Santar?©m;Apartments
16555;T3;290 000,00 €;180;Santar?©m;Apartments
16556;T3;173 500,00 €;84;Set??bal;Apartments
16557;T3;245 000,00 €;140;Santar?©m;Apartments
16558;T3;275 000,00 €;155;Santar?©m;Apartments
16559;T3;253 000,00 €;123;Porto;Apartments
1656;T2;375 000,00 €;80;Lisboa;Apartments
16561;T3;192 500,00 €;122;Braga;Apartments
16562;T1;135 000,00 €;50.48;Aveiro;Apartments
16563;T2;535 000,00 €;209;Set??bal;Apartments
16564;T2;251 900,00 €;87.50;Porto;Apartments
16565;T2;215 000,00 €;74.50;Porto;Apartments
16566;T1;205 000,00 €;58;Porto;Apartments
16567;T0;215 000,00 €;31;Porto;Apartments
16568;T3;1 050 000,00 €;169;Porto;Apartments
16569;T3;235 000,00 €;112;Set??bal;Apartments
16570;T3;507 688,00 €;109;Porto;Apartments
16571;T2;368 369,00 €;80;Porto;Apartments
16572;T2;330 000,00 €;84;Lisboa;Apartments
16573;T3;339 990,00 €;148.73;Aveiro;Apartments
16574;T1;279 900,00 €;41;Lisboa;Apartments
16575;T3;329 000,00 €;119;Porto;Apartments
16576;T3;465 000,00 €;98.67;Porto;Apartments
16577;T1;215 000,00 €;62.50;Coimbra;Apartments
16578;T3;185 000,00 €;74;Leiria;Apartments
16579;T3;325 250,00 €;163;Set??bal;Apartments
1658;T2;165 000,00 €;87;Porto;Apartments
16580;T3;650 000,00 €;173.84;Set??bal;Apartments
16581;T2;263 000,00 €;98;Faro;Apartments
16582;T2;1 250 000,00 €;181;Faro;Apartments
16583;T2;485 000,00 €;84.10;Ilha da Madeira;Apartments
16584;T2;340 000,00 €;94.61;Ilha da Madeira;Apartments
16585;T2;195 000,00 €;96;Coimbra;Apartments
16586;T4;1 100 000,00 €;161.60;Ilha da Madeira;Apartments
16588;T2;390 000,00 €;98.80;Faro;Apartments
16589;T2;295 000,00 €;103;Set??bal;Apartments
1659;T2;269 000,00 €;72;Porto;Apartments
16591;T3;465 000,00 €;133.40;Faro;Apartments
16592;T4;1 100 000,00 €;161.60;Ilha da Madeira;Apartments
16594;T2;390 000,00 €;98.80;Faro;Apartments
16595;T2;295 000,00 €;103;Set??bal;Apartments
16597;T3;465 000,00 €;133.40;Faro;Apartments
16598;T4;280 000,00 €;97;Coimbra;Apartments
16599;T1;580 000,00 €;106.40;Set??bal;Apartments
166;T2;232 500,00 €;99.85;Porto;Apartments
1660;T2;130 000,00 €;65;Set??bal;Apartments
16600;T3;205 000,00 €;107;Set??bal;Apartments
16601;T2;925 000,00 €;134;Lisboa;Apartments
16602;T3;215 000,00 €;89.86;Apartamento para comprar: Castelo Branco;Apartments
16603;T3;485 000,00 €;92;Porto;Apartments
16604;T3;355 000,00 €;114;Faro;Apartments
16605;T3;360 000,00 €;114;Faro;Apartments
16606;T1;159 000,00 €;65;Porto;Apartments
16607;T2;725 000,00 €;133;Ilha da Madeira;Apartments
16608;T2;695 000,00 €;133;Ilha da Madeira;Apartments
16609;T2;775 000,00 €;128;Ilha da Madeira;Apartments
1661;T2;138 000,00 €;88;Aveiro;Apartments
16610;T2;750 000,00 €;133;Ilha da Madeira;Apartments
16611;T3;895 000,00 €;174;Ilha da Madeira;Apartments
16612;T3;1 050 000,00 €;178;Ilha da Madeira;Apartments
16613;T2;785 000,00 €;138;Ilha da Madeira;Apartments
16614;T1;595 000,00 €;98;Ilha da Madeira;Apartments
16615;T1;440 000,00 €;72;Ilha da Madeira;Apartments
16616;T2;720 000,00 €;133;Ilha da Madeira;Apartments
16617;T3;2 600 000,00 €;209;Ilha da Madeira;Apartments
16618;T3;920 000,00 €;174;Ilha da Madeira;Apartments
16619;T3;860 000,00 €;168;Ilha da Madeira;Apartments
16620;T1;279 900,00 €;34;Lisboa;Apartments
16621;T1;295 000,00 €;65;Aveiro;Apartments
16622;T2;285 600,00 €;103.40;Porto;Apartments
16623;T2;267 000,00 €;105;Porto;Apartments
16624;T2;370 000,00 €;94;Porto;Apartments
16625;T3;235 000,00 €;104;Porto;Apartments
16626;T3;177 000,00 €;158;Lisboa;Apartments
16627;T3;292 500,00 €;106.50;Faro;Apartments
16628;T3;332 500,00 €;114.75;Faro;Apartments
16629;T2;420 000,00 €;97;Ilha da Madeira;Apartments
1663;T3;220 000,00 €;142;Porto;Apartments
16630;T3;435 000,00 €;142;Porto;Apartments
16631;T1;350 000,00 €;50;Porto;Apartments
16632;T3;210 000,00 €;93.49;Apartamento para comprar: Castelo Branco;Apartments
16633;T2;405 000,00 €;130;Lisboa;Apartments
16634;T3;280 000,00 €;216;Leiria;Apartments
16636;T2;258 000,00 €;116.22;Ilha da Madeira;Apartments
16637;T2;256 000,00 €;118.60;Ilha da Madeira;Apartments
16638;T2;340 000,00 €;110.90;Faro;Apartments
16639;T3;1 700 000,00 €;139.80;Lisboa;Apartments
1664;T3;189 000,00 €;100;Porto;Apartments
16640;T3;390 000,00 €;195;Ilha de S?£o Miguel;Apartments
16641;T3;245 000,00 €;115;Porto;Apartments
16642;T2;185 000,00 €;71;Set??bal;Apartments
16643;T3;345 000,00 €;130;Aveiro;Apartments
16644;T2;699 000,00 €;83;Lisboa;Apartments
16645;T4;4 500 000,00 €;207;Lisboa;Apartments
16646;T1;157 500,00 €;43;Faro;Apartments
16647;T3;920 000,00 €;165;Lisboa;Apartments
16648;T2;560 000,00 €;96;Lisboa;Apartments
16649;T2;420 000,00 €;70;Lisboa;Apartments
1665;T3;325 000,00 €;117.20;Porto;Apartments
16650;T2;380 000,00 €;74.75;Aveiro;Apartments
16651;T2;189 000,00 €;67.25;Lisboa;Apartments
16652;T2;189 000,00 €;56;Lisboa;Apartments
16653;T3;269 500,00 €;108;Porto;Apartments
16654;T2;265 000,00 €;80;Porto;Apartments
16655;T1;196 000,00 €;55.48;Braga;Apartments
16656;T2;365 000,00 €;144.20;Braga;Apartments
16657;T0;135 000,00 €;32;Braga;Apartments
16658;T3;485 000,00 €;121.30;Lisboa;Apartments
1666;T3;300 000,00 €;110.92;Porto;Apartments
16660;T4;259 000,00 €;106;Porto;Apartments
16661;T1;205 000,00 €;83;Porto;Apartments
16662;T4;245 000,00 €;140;Braga;Apartments
16663;T0;130 000,00 €;32;Braga;Apartments
16664;T4;1 025 330,00 €;235;Porto;Apartments
16665;T2;158 000,00 €;80;Braga;Apartments
16667;T1;499 282,00 €;56;Lisboa;Apartments
16668;T1;840 187,00 €;62;Lisboa;Apartments
1667;T2;175 000,00 €;81;Set??bal;Apartments
16670;T3;520 000,00 €;142;Porto;Apartments
16671;T3;520 000,00 €;142;Porto;Apartments
16672;T3;520 000,00 €;142;Porto;Apartments
16673;T1;265 000,00 €;69;Porto;Apartments
16674;T1;265 000,00 €;69;Porto;Apartments
16675;T1;400 000,00 €;60;Faro;Apartments
16676;T1;349 000,00 €;45;Lisboa;Apartments
16677;T0;179 500,00 €;37;Braga;Apartments
16678;T3;495 000,00 €;131.70;Ilha da Madeira;Apartments
16679;T3;215 000,00 €;73;Lisboa;Apartments
1668;T2;229 500,00 €;67;Lisboa;Apartments
16680;T2;305 000,00 €;103;Porto;Apartments
16681;T1;285 000,00 €;65;Faro;Apartments
16682;T2;179 900,00 €;90;Porto;Apartments
16683;T2;215 000,00 €;84;Porto;Apartments
16684;T2; Pre?ßosobconsulta ;96;Porto;Apartments
16685;T2;399 000,00 €;80;Lisboa;Apartments
16686;T2;480 000,00 €;113;Faro;Apartments
16687;T3;890 000,00 €;118;Ilha da Madeira;Apartments
16688;T2;255 000,00 €;87.60;Faro;Apartments
16689;T3; Pre?ßosobconsulta ;127.49;Lisboa;Apartments
1669;T3;160 000,00 €;69;Set??bal;Apartments
16690;T4; Pre?ßosobconsulta ;151.66;Lisboa;Apartments
16691;T3; Pre?ßosobconsulta ;128.65;Lisboa;Apartments
16692;T3; Pre?ßosobconsulta ;128.90;Lisboa;Apartments
16693;T3; Pre?ßosobconsulta ;137.89;Lisboa;Apartments
16694;T3; Pre?ßosobconsulta ;128.90;Lisboa;Apartments
16695;T3; Pre?ßosobconsulta ;137.89;Lisboa;Apartments
16696;T3; Pre?ßosobconsulta ;134.13;Lisboa;Apartments
16697;T3; Pre?ßosobconsulta ;134.13;Lisboa;Apartments
16698;T4; Pre?ßosobconsulta ;151.96;Lisboa;Apartments
16699;T2;1 760 000,00 €;167;Lisboa;Apartments
167;T4;215 000,00 €;202;Castelo Branco;Apartments
16700;T4;780 000,00 €;180;Set??bal;Apartments
16701;T2;320 000,00 €;117;Porto;Apartments
16704;T3;630 000,00 €;139;Porto;Apartments
16705;T3;430 000,00 €;129;Braga;Apartments
16706;T2;310 000,00 €;100;Braga;Apartments
16707;T2;295 000,00 €;99;Braga;Apartments
16708;T3;420 000,00 €;128;Braga;Apartments
16709;T2;225 000,00 €;105;Set??bal;Apartments
1671;T2;630 000,00 €;68;Lisboa;Apartments
16710;T2;229 000,00 €;93;Leiria;Apartments
16712;T3;185 000,00 €;107;Set??bal;Apartments
16713;T2;480 000,00 €;153;Lisboa;Apartments
16714;T2;239 000,00 €;90;Porto;Apartments
16715;T1;420 000,00 €;65;Lisboa;Apartments
16716;T2;189 000,00 €;60;Set??bal;Apartments
16717;T2;315 000,00 €;107.11;Set??bal;Apartments
16718;T2;310 000,00 €;109.79;Set??bal;Apartments
16719;T2;295 000,00 €;96.75;Set??bal;Apartments
1672;T3;329 000,00 €;131;Porto;Apartments
16720;T2;290 000,00 €;109.33;Set??bal;Apartments
16721;T2;598 000,00 €;102.50;Faro;Apartments
